"position","displayName","route","nflId_def","eps_zone_coverage","zone_covers","accurate_targets","completions_allowed","PB","INT","T","FF","eps_closing","eps_ball_skills","eps_tackling","eps_zone_coverage_no_tackling"
"CB","P.J. Williams","FLAT",2552484,7.07443091246841,38,6,4,1,0,2,1,0.798427280821274,0.858347887435685,5.41765574421145,1.65677516825696
"CB","Denzel Ward","FLAT",2560916,6.33037981994395,37,3,1,0,1,1,0,0.158134762037931,5.90667762753526,0.265567430370755,6.06481238957319
"OLB","Myles Jack","FLAT",2555329,5.48585783910602,49,4,4,0,0,3,0,0.347375779631829,-0.402431283707211,5.5409133431814,-0.0550555040753817
"SS","Adrian Phillips","FLAT",2550842,4.37643905273497,41,3,1,0,1,2,0,0.939228819118045,3.56310785434206,-0.125897620725138,4.50233667346011
"SS","Tony Jefferson","FLAT",2540164,4.14495957040253,25,1,1,0,0,4.5,1,0.466862247605394,0.82403736871386,2.85405995408328,1.29089961631925
"CB","Jalen Ramsey","FLAT",2555280,3.87127835024381,18,4,3,0,0,3,0,1.13839851276254,0.638028168193732,2.09485166928754,1.77642668095627
"CB","Jourdan Lewis","FLAT",2557920,3.02177863480683,14,3,3,0,0,3,0,1.16814675108952,-0.559474590105765,2.41310647382307,0.608672160983755
"FS","Devin McCourty","FLAT",494287,2.9756172437222,33,7,7,0,0,4.5,1,0.417167641779075,-0.524718069987765,3.08316767193089,-0.10755042820869
"FS","Marcell Harris","FLAT",2561006,2.89420014495894,17,3,3,0,0,3.5,0,0.249107077328242,-0.134701919696345,2.77979498732704,0.114405157631897
"CB","Tavon Young","FLAT",2555378,2.67372084686612,23,1,1,0,0,4,0,0.363089606191162,-0.046300742581515,2.35693198325647,0.316788863609647
"LB","Josey Jewell","FLAT",2560763,2.52528924907071,19,3,3,0,0,1,0,0.551030498684926,-0.720035703590615,2.6942944539764,-0.169005204905689
"SS","Damontae Kazee","FLAT",2558184,2.50149153806048,17,1,0,1,0,0,0,0.246111131281785,1.52313732086154,0.732243085917158,1.76924845214332
"ILB","Zach Cunningham","FLAT",2558094,2.29140689611492,63,4,4,0,0,5,0,0.852317283606057,0.417416325982787,1.02167328652608,1.26973360958884
"CB","A.J. Bouye","FLAT",2541162,2.27017625606295,10,1,1,0,0,1,0,1.25969768123016,1.13601074597959,-0.125532171146804,2.39570842720975
"FS","Clayton Geathers","FLAT",2552386,2.25709621519516,30,2,2,0,0,3,0,0.26805616527467,1.1082895669379,0.880750482982586,1.37634573221257
"CB","Captain Munnerlyn","FLAT",80668,2.22756667160975,21,3,2,1,0,1,0,-0.921403794980202,2.10348825649826,1.04548221009169,1.18208446151806
"CB","Janoris Jenkins","FLAT",2532875,2.2078148230611,21,3,3,0,0,3.5,0,1.17809589566373,0.467278376522709,0.562440550874662,1.64537427218644
"SS","John Johnson","FLAT",2558183,2.20402134458571,16,2,2,0,0,4,0,0.863787228075315,0.977973050918187,0.362261065592206,1.8417602789935
"FS","Anthony Harris","FLAT",2553655,1.97677412072139,10,2,1,1,0,2,0,0.182483173969845,1.5995804316251,0.194710515126445,1.78206360559495
"CB","Jamar Taylor","FLAT",2539932,1.82588980435633,11,1,1,0,0,1,0,1.00262708927401,0.58138128273812,0.241881432344199,1.58400837201213
"FS","Tyrann Mathieu","FLAT",2540180,1.82236380869284,38,4,4,0,0,4.5,0,0.798487412966436,0.136058246177286,0.887818149549118,0.934545659143722
"ILB","Nicholas Morrow","FLAT",2559054,1.8156118977286,37,4,4,0,0,3,0,1.25589609359062,1.08427462846891,-0.52455882433093,2.34017072205953
"LB","Leighton Vander Esch","FLAT",2560908,1.80462498891578,52,6,6,0,0,5,0,0.376559415052939,-0.0326721047147707,1.46073767857761,0.343887310338168
"SS","Josh Jones","FLAT",2558119,1.72372641556126,22,3,2,1,0,3,0,1.29887465090542,0.931339697930108,-0.506487933274267,2.23021434883553
"CB","K'Waun Williams","FLAT",2550654,1.67957720261647,26,3,3,0,0,2.5,0,1.07870608869257,0.0684390434365723,0.532432070487326,1.14714513212914
"CB","Jaire Alexander","FLAT",2560952,1.65554808402242,29,3,3,0,0,4,0,0.483157872397219,0.357028775528455,0.815361436096743,0.840186647925674
"CB","Jason McCourty","FLAT",89756,1.64734607455135,28,2,2,0,0,2.5,0,0.143338991498812,-0.094527501022849,1.59853458407539,0.0488114904759629
"FS","Eric Murray","FLAT",2555173,1.60842456151142,18,1,1,0,0,2,0,-0.0269116460821317,-0.0561900727384109,1.69152628033196,-0.0831017188205425
"CB","Josh Norman","FLAT",2532920,1.60836857679425,14,1,0,0,0,0.5,0,-0.148463152914999,1.64241068989368,0.114421039815569,1.49394753697868
"CB","Nickell Robey-Coleman","FLAT",2540197,1.59965948674379,35,2,2,0,0,3.5,0,-0.067380773853186,-0.279998346101752,1.94703860669873,-0.347379119954938
"ILB","Zach Brown","FLAT",2532804,1.55510772157951,38,6,6,0,0,6,0,0.124061365340197,0.323611483859595,1.10743487237972,0.447672849199792
"SS","Lano Hill","FLAT",2558077,1.54336365505451,16,1,1,0,0,0,0,0.681971242565376,0.333530067204718,0.527862345284413,1.01550130977009
"OLB","Ben Gedeon","FLAT",2558033,1.50476103023402,15,2,0,1,0,0,0,0.31802370167539,1.18673732855863,0,1.50476103023402
"LB","Nick DeLuca","FLAT",2561042,1.4961248207375,2,1,0,0,0,0,0,-0.155805241600425,1.65193006233792,0,1.4961248207375
"SS","Erik Harris","FLAT",2555568,1.44224181014365,8,1,1,0,0,1,0,0.0779399728799199,0.791876400222495,0.572425437041232,0.869816373102415
"CB","D.J. Hayden","FLAT",2539237,1.38949793743614,32,4,4,0,0,3.5,0,0.229953727855643,-0.0848799909315234,1.24442420051202,0.14507373692412
"CB","Byron Jones","FLAT",2552568,1.38143002393881,15,2,2,0,0,3,0,0.412767940893633,-0.514495387084946,1.48315747013012,-0.101727446191313
"CB","Ken Crawley","FLAT",2556735,1.30575749982685,9,2,2,0,0,2,0,0.905700463112742,0.255756650789927,0.144300385924183,1.16145711390267
"LB","Roquan Smith","FLAT",2560877,1.28002111112022,54,4,4,0,0,4,0,0.249804684275931,1.37355671602275,-0.343340289178464,1.62336140029868
"CB","Ronald Darby","FLAT",2552689,1.26957173258169,14,1,1,0,0,1,0,0.312507053871982,0.808610733076507,0.148453945633205,1.12111778694849
"MLB","Joe Schobert","FLAT",2555166,1.26562935586893,27,2,1,0,0,1,0,0.319699117273756,0.492818423686908,0.453111814908261,0.812517540960664
"CB","B.W. Webb","FLAT",2539338,1.2652566297803,23,1,1,0,0,2,0,0.121785061378802,-0.403900841289052,1.54737240969055,-0.28211577991025
"LB","Dorian O'Daniel","FLAT",2560827,1.25741774442414,30,4,4,0,0,5,0,1.13341177432362,-0.273864940428734,0.397870910529253,0.859546833894886
"OLB","Damien Wilson","FLAT",2552686,1.22452311628336,20,3,2,0,0,1.5,0,0.581764593245508,-0.0676061463860721,0.71036466942392,0.514158446859436
"CB","Taron Johnson","FLAT",2560766,1.2053088532214,23,1,1,0,0,2.5,0,0.267468225282733,-0.040123287167324,0.977963915105987,0.227344938115409
"OLB","Shaq Thompson","FLAT",2552447,1.18784131696288,39,1,1,0,0,2,0,0.604048892138848,0.260125463205896,0.323666961618135,0.864174355344744
"SS","Patrick Chung","FLAT",71251,1.16719012401703,31,4,4,0,0,4,0,0.421094209220643,0.547123186900632,0.198972727895751,0.968217396121275
"OLB","Devon Kennard","FLAT",2543869,1.15407145083819,13,1,1,0,0,0.5,0,0.0125151284136595,0.102076268521458,1.03948005390307,0.114591396935118
"CB","Ahkello Witherspoon","FLAT",2558157,1.14480856343184,11,1,1,0,0,1,0,0.643726954406082,-0.673526320780988,1.17460792980675,-0.0297993663749059
"ILB","Josh Harvey-Clemons","FLAT",2557880,1.14110657590045,17,3,3,0,0,4,0,0.560007254638265,-0.17790420462846,0.759003525890649,0.382103050009805
"OLB","Duke Riley","FLAT",2557967,1.14080007742551,22,2,2,0,0,3,0,0.342274235156507,0.149199673946817,0.649326168322183,0.491473909103324
"FS","Harrison Smith","FLAT",2532948,1.13111675948518,25,2,2,0,0,4,0,-0.1611732219032,-0.306049968113081,1.59833994950146,-0.467223190016281
"SS","Jamal Adams","FLAT",2557979,1.1281318942563,45,3,3,0,0,2.5,0,1.28259770872067,-0.0317309367516518,-0.122734877712715,1.25086677196902
"FS","Eric Weddle","FLAT",2495775,1.12672101300039,23,1,1,0,0,1,0,-0.0848618418771584,0.150497898723619,1.06108495615393,0.0656360568464607
"CB","William Jackson","FLAT",2556367,1.11625635696183,16,1,1,0,0,1.5,0,0.0914386032054553,-0.176013914605853,1.20083166836223,-0.0845753114003978
"CB","Bene' Benwikere","FLAT",2543855,1.10789702327699,19,4,4,0,0,4,0,1.00753172229439,0.293771452022884,-0.193406151040286,1.30130317431727
"CB","Orlando Scandrick","FLAT",2307,1.07057008054622,24,1,1,0,0,2.5,0,0.446941292942386,0.135195624376828,0.488433163227003,0.582136917319214
"ILB","Benardrick McKinney","FLAT",2552490,1.04190858190069,48,4,3,1,0,3,0,-2.09154330749166,2.71445614966506,0.418995739727293,0.6229128421734
"CB","Richard Sherman","FLAT",2495507,1.01258149830484,11,2,2,0,0,2,0,0.492789669950029,0.407473203394077,0.11231862496073,0.900262873344106
"SS","Quandre Diggs","FLAT",2552262,0.99121013683733,26,2,2,0,0,3,0,-0.206636894056266,0.821613359249032,0.376233671644564,0.614976465192766
"CB","Shaquill Griffin","FLAT",2558259,0.988370191673197,11,3,2,0,0,1,0,0.283387175797421,0.491658010177057,0.213325005698719,0.775045185974478
"OLB","Whitney Mercilus","FLAT",2533049,0.968996577427025,19,3,2,0,0,0,0,-0.232849603672277,1.29779828499011,-0.0959521038908075,1.06494868131783
"FS","Mike Mitchell","FLAT",238227,0.964328417266672,14,0,0,0,0,1.5,0,0,0,0.964328417266672,0
"OLB","Nick Perry","FLAT",2533048,0.938818280126651,6,1,1,0,0,0,0,-0.129459527164529,1.06827780729118,0,0.938818280126651
"ILB","Darron Lee","FLAT",2555322,0.93875232673537,44,1,1,0,0,0.5,0,-1.4368524265447,1.01303040555631,1.36257434772376,-0.42382202098839
"CB","Mike Hilton","FLAT",2556559,0.923238043402382,25,2,2,0,0,4,0,0.0909238286925175,0.0859938761633615,0.746320338546503,0.176917704855879
"OLB","Ray-Ray Armstrong","FLAT",2541792,0.908051638792284,13,2,2,0,0,1,0,1.04584659565993,-0.095279032023675,-0.0425159248439713,0.950567563636255
"FS","Adrian Amos","FLAT",2552385,0.888289677491148,31,2,1,0,0,2,0,0.475471293946849,0.035620676444676,0.377197707099623,0.511091970391525
"CB","Damarious Randall","FLAT",2552389,0.873910763774509,14,1,1,0,0,2,0,0.0978758070791167,-0.0081234844141992,0.784158441109592,0.0897523226649175
"FS","Ron Parker","FLAT",2530794,0.864054735452256,28,2,2,0,0,3,0,0.00271876631755141,-0.178079812984335,1.03941578211904,-0.175361046666784
"CB","Chris Harris","FLAT",2530510,0.834772948558279,19,0,0,0,0,2,0,0,0,0.834772948558279,0
"LB","Foye Oluokun","FLAT",2561132,0.820245326035418,24,1,1,0,0,2.5,0,0.176584125269789,0.237277404486839,0.40638379627879,0.413861529756628
"OLB","Thomas Davis","FLAT",2506352,0.813191070320467,44,2,2,0,0,1.5,0,0.427169325168956,0.199606079427032,0.186415665724479,0.626775404595988
"CB","Pierre Desir","FLAT",2543811,0.811057169580008,25,1,1,0,0,2.5,0,0.494473837622777,-0.466553589489401,0.783136921446632,0.027920248133376
"CB","Kevin King","FLAT",2557996,0.800736741136122,11,1,1,0,0,2,0,0.0680304158732288,0.081404920617026,0.651301404645867,0.149435336490255
"OLB","Anthony Barr","FLAT",2543459,0.78479441848099,43,4,4,0,0,2,0,0.0628828032445702,0.298119464492063,0.423792150744357,0.361002267736633
"CB","Marcus Peters","FLAT",2552488,0.775675999165921,18,3,3,0,0,0,0,0.310464541679722,0.465211457486199,0,0.775675999165921
"SS","Rayshawn Jenkins","FLAT",2558182,0.773954040995955,5,1,1,0,0,1,0,-0.14306876416733,0.760119106317626,0.156903698845659,0.617050342150296
"OLB","K.J. Wright","FLAT",2495252,0.764936395336945,22,1,1,0,0,1,0,-0.0946477424847149,0.446958835312085,0.412625302509575,0.35231109282737
"SS","Shawn Williams","FLAT",2539233,0.762827462643799,29,3,2,1,0,1,0,-0.108676554338173,1.22040341180606,-0.348899394824088,1.11172685746789
"ILB","Gerald Hodges","FLAT",2539293,0.754796054553891,18,0,0,0,0,1,0,0,0,0.754796054553891,0
"OLB","Kamu Grugier-Hill","FLAT",2556363,0.748806199464126,23,0,0,0,0,1,0,0,0,0.748806199464126,0
"DB","Greg Stroman","FLAT",2560886,0.723478698731481,13,1,1,0,0,1,0,0.833094028668206,0.51097846527237,-0.620593795209095,1.34407249394058
"LB","Oren Burks","FLAT",2560984,0.714694871185946,7,0,0,0,0,0,0,0,0,0.714694871185946,0
"SS","Sharrod Neasman","FLAT",2556443,0.706699784052759,18,5,4,0,0,3,0,0.843354379293258,-0.867501864034268,0.730847268793769,-0.02414748474101
"CB","Bryce Callahan","FLAT",2553500,0.692846719668303,23,5,4,1,0,3,0,0.450703183808238,0.795271542499731,-0.553128006639666,1.24597472630797
"CB","Dre Kirkpatrick","FLAT",2533060,0.661714420583309,17,2,2,0,0,1,0,-0.26625182507487,0.844199545482791,0.0837667001753885,0.577947720407921
"CB","Quinton Dunbar","FLAT",2553796,0.643833024163637,7,3,3,0,0,4,0,0.719308769275576,-0.478929335163184,0.403453590051245,0.240379434112392
"CB","Tre Flowers","FLAT",2560728,0.628930634049941,16,2,2,0,0,2,0,0.345365335391658,-0.029010353755935,0.312575652414218,0.316354981635723
"OLB","Eric Wilson","FLAT",2559012,0.617533316320503,15,2,2,0,0,0,0,0.463285926727804,-0.062550281875923,0.216797671468622,0.400735644851881
"SS","Micah Hyde","FLAT",2539240,0.606646713319962,13,1,0,1,0,0,0,-0.508750463340328,1.11539717666029,0,0.606646713319962
"CB","Stephon Gilmore","FLAT",2533062,0.592618721244774,17,1,1,0,0,1.5,0,0.0137203935988802,0.141333703017316,0.437564624628578,0.155054096616196
"OLB","Mychal Kendricks","FLAT",2532890,0.584040078154372,14,1,1,0,0,1,0,0.782247493325277,-0.550918851713094,0.352711436542189,0.231328641612183
"ILB","Matthew Adams","FLAT",2561149,0.576640512589984,9,1,1,0,0,0,0,0.561984323682608,0.018884850847286,-0.00422866193990987,0.580869174529894
"OLB","Nick Vigil","FLAT",2555528,0.575460377676259,55,1,1,0,0,2,0,0.0439729853560668,0.129071999251955,0.402415393068237,0.173044984608022
"FS","Curtis Riley","FLAT",2553822,0.571362658987496,13,1,1,0,0,1,0,0.384977903529548,-0.553403985971654,0.739788741429602,-0.168426082442106
"CB","Johnathan Joseph","FLAT",2495872,0.569921458272005,25,3,3,0,0,4,0,0.249122255777214,-0.690517745649609,1.0113169481444,-0.441395489872395
"OLB","Brian Orakpo","FLAT",71423,0.564283974588035,6,1,1,0,0,1,0,-0.168078268970932,-0.571833575474163,1.30419581903313,-0.739911844445095
"SS","Matthias Farley","FLAT",2556429,0.546361240305967,5,0,0,0,0,0,0,0.546361240305967,0,0,0.546361240305967
"ILB","Avery Williamson","FLAT",2543597,0.545419949276551,53,4,4,0,0,3.5,0,0.157655583797799,-0.0365284596518368,0.424292825130589,0.121127124145962
"MLB","Luke Kuechly","FLAT",2533056,0.536250988638277,50,2,2,0,0,2,0,0.428562416893991,-0.332528606197933,0.440217177942219,0.0960338106960579
"SS","Kenny Vaccaro","FLAT",2539320,0.531299347799472,18,3,3,0,0,2,0,0.774618221097077,-0.759526033698373,0.516207160400768,0.015092187398704
"SS","Bradley McDougald","FLAT",2539243,0.517306447332918,53,3,3,0,0,3,0,0.200715086331833,-0.207647228797919,0.524238589799004,-0.00693214246608598
"SS","Eddie Pleasant","FLAT",2532928,0.516007534450809,4,1,1,0,0,1,0,0.185962434113339,0.277914465576976,0.0521306347604938,0.463876899690315
"OLB","Christian Kirksey","FLAT",2543720,0.5158786869299,32,2,2,0,0,2,0,0.0702914863759212,-0.125627722987399,0.571214923541378,-0.0553362366114778
"OLB","Matt Milano","FLAT",2557969,0.498105324914605,40,1,1,0,0,1,0,0.45147294563277,-0.000781847609501007,0.0474142268913361,0.450691098023269
"CB","Bradley Roby","FLAT",2543505,0.476155222662481,11,2,2,0,0,2,0,1.0512330212149,0.315619711119066,-0.890697509671485,1.36685273233397
"CB","Greg Mabin","FLAT",2558971,0.465426548909852,4,1,1,0,0,1,1,0.0423669906162439,0.238119922467221,0.184939635826387,0.280486913083465
"CB","Sam Shields","FLAT",1037374,0.456282603377839,9,1,1,0,0,2,0,0.483172752493484,0.055200335250251,-0.0820904843658956,0.538373087743735
"SS","Michael Thomas","FLAT",2535687,0.438543556922845,21,0,0,0,0,1,0,0,0,0.438543556922845,0
"CB","Coty Sensabaugh","FLAT",2532946,0.433851751345522,8,0,0,0,0,0,0,0.433851751345522,0,0,0.433851751345522
"ILB","Haason Reddick","FLAT",2557887,0.428333721032123,50,3,2,0,0,2,0,0.332829798178617,0.27495090852689,-0.179446985673384,0.607780706705507
"FS","Jordan Poyer","FLAT",2539290,0.42648529877548,20,2,2,0,0,3.5,0,0.160233437502439,-0.09849220684441,0.364744068117451,0.061741230658029
"SS","Marqui Christian","FLAT",2556277,0.416177122758588,15,1,0,0,0,1,0,-1.72296590597268,2.06905029513726,0.0700927335940079,0.34608438916458
"LB","Kenny Young","FLAT",2560947,0.405541590966808,9,1,1,0,0,0.5,0,0.0941302109463742,0.504870418963114,-0.19345903894268,0.599000629909488
"ILB","Bruce Carter","FLAT",2495136,0.392223757143286,4,1,1,0,0,1,0,0.230267719665202,-0.0510935728749179,0.213049610353002,0.179174146790284
"SS","Jordan Richards","FLAT",2552392,0.390413172971393,21,0,0,0,0,2,0,0,0,0.390413172971393,0
"SS","Landon Collins","FLAT",2552454,0.38800537992829,37,0,0,0,0,3,0,0,0,0.38800537992829,0
"SS","Jahleel Addae","FLAT",2541958,0.386306098863658,16,2,2,0,0,1,0,-0.0380814676659935,0.181377091097781,0.24301047543187,0.143295623431788
"DB","Anthony Levine","FLAT",2508004,0.382431278577494,14,1,1,0,0,0,0,0.390613390645778,0.0138898420076874,-0.022071954075971,0.404503232653465
"ILB","Jayon Brown","FLAT",2558005,0.381027900561228,54,0,0,0,0,0,0,0.278513437715081,0,0.102514462846147,0.278513437715081
"ILB","Wesley Woodyard","FLAT",2354,0.379376424916106,33,4,3,0,0,4.5,0,0.0534661807435461,2.22377418575487,-1.89786394158231,2.27724036649842
"OLB","Lorenzo Alexander","FLAT",2506268,0.37010863654614,13,2,2,0,0,2,0,0.214944309492587,-0.0289362791021525,0.184100606155705,0.186008030390435
"CB","Marcus Cooper","FLAT",2541202,0.352370651507205,2,1,1,0,0,1,1,0.179577632170886,0.5971247784232,-0.424331759086881,0.776702410594086
"CB","Aaron Colvin","FLAT",2543501,0.337658912844528,20,1,0,0,0,0,0,0.171493016493953,0.166165896350575,0,0.337658912844528
"CB","Rasul Douglas","FLAT",2558168,0.334449208317496,15,4,4,0,0,6,0,0.442129860274932,-0.637796008553535,0.530115356596099,-0.195666148278603
"FS","Tashaun Gipson","FLAT",2532848,0.323770609576022,22,1,1,0,0,2,0,0.191554713985104,0.110985974982922,0.021229920607996,0.302540688968026
"ILB","Josh Bynes","FLAT",2530491,0.312758079719716,28,2,2,0,0,2.5,0,0.709410722839478,-0.36337131199053,-0.0332813311292317,0.346039410848948
"CB","Cornell Armstrong","FLAT",2561147,0.312719261837173,4,0,0,0,0,0,0,0.312719261837173,0,0,0.312719261837173
"CB","E.J. Gaines","FLAT",2543823,0.310221904422458,7,0,0,0,0,0.5,0,0,0,0.310221904422458,0
"DB","D.J. Reed","FLAT",2560850,0.310118385105905,12,1,1,0,0,1,0,0.066168791224006,0.242991522064933,0.000958071816966222,0.309160313288939
"CB","Darius Slay","FLAT",2540288,0.289321592630154,18,1,1,0,0,1,0,0.600298342036684,1.13220525946631,-1.44318200887284,1.73250360150299
"OLB","Shaquil Barrett","FLAT",2550541,0.285910987138367,7,0,0,0,0,1,0,0,0,0.285910987138367,0
"ILB","Brandon Marshall","FLAT",2532898,0.279091847685747,24,1,1,0,0,0.5,0,-0.0114034133300417,0.14099194088691,0.149503320128879,0.129588527556868
"LB","Nate Gerry","FLAT",2558175,0.277738776000316,7,1,1,0,0,1,0,0.0821306334788451,0.159076401410234,0.036531741111237,0.241207034889079
"LB","Austin Calitro","FLAT",2558925,0.275529511378886,15,1,1,0,0,0,0,-0.334067119400914,-0.00358310770811798,0.613179738487918,-0.337650227109032
"MLB","Bobby Wagner","FLAT",2532966,0.273035743019781,59,2,2,0,0,2.5,0,0.00500872128381158,-2.21926247317757,2.48728949491354,-2.21425375189376
"SS","Kentrell Brice","FLAT",2556480,0.272491470765546,20,2,1,1,0,2,0,0.193062615737176,0.449662879941176,-0.370234024912806,0.642725495678352
"FS","J.J. Wilcox","FLAT",2540219,0.261440469357418,3,1,1,0,0,1,0,0.0962422702018486,0.0480797610782371,0.117118438077332,0.144322031280086
"OLB","Jalen Reeves-Maybin","FLAT",2557924,0.260395675285229,6,1,1,0,0,1,0,0.11346483037667,0.015567261424417,0.131363583484142,0.129032091801087
"ILB","Christian Jones","FLAT",2550572,0.260145240984283,29,3,2,0,0,2,0,-1.1754087487121,2.30082575956349,-0.865271769867107,1.12541701085139
"FS","Mike Adams","FLAT",2505708,0.259666910135181,23,1,1,0,0,2,0,0.0152325998256906,0.121225683669026,0.123208626640464,0.136458283494717
"CB","Isaiah Oliver","FLAT",2560830,0.253248453639006,2,1,1,0,0,1,0,0.169906559031241,0.0422849169612323,0.0410569776465332,0.212191475992473
"MLB","Marquel Lee","FLAT",2557972,0.252889129567556,17,1,1,0,0,1,0,0.201166981369106,-0.11374964071985,0.1654717889183,0.087417340649256
"CB","T.J. Carrie","FLAT",2550164,0.239749988646463,27,1,1,0,0,1,0,0.182155708999019,-0.107902730178101,0.165497009825545,0.074252978820918
"DB","Tre Sullivan","FLAT",2559260,0.231236019428355,9,1,1,0,0,1,0,0.150155621022964,0.127403082985909,-0.0463226845805176,0.277558704008873
"ILB","Anthony Walker","FLAT",2558851,0.225613817343036,30,1,1,0,0,1,0,0.0177507452983918,0.222618567269195,-0.0147554952245508,0.240369312567587
"FS","George Odum","FLAT",2561131,0.223319922332314,9,1,1,0,0,2,0,0.246823078753922,0.098976317559914,-0.122479473981522,0.345799396313836
"LB","Raekwon McMillan","FLAT",2558070,0.217137489503367,35,3,3,0,0,2.5,0,0.0238275950603877,0.058807900174451,0.134501994268528,0.0826354952348387
"ILB","Tyler Matakevich","FLAT",2555171,0.207707586832,4,1,1,0,0,1,0,0.123028926335896,-0.0490677219310072,0.133746382427111,0.0739612044048888
